COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_FORMAT_DETECTADO,BLOB_WxH,FILE_SALVO,STATUS,COM_ULTIMA_ALTERACAO
MINHA VOZ MINHA VEZ I ANTÔNIO ORLANDO (TONINHO B-BOY).mp4,"MINHA VOZ, MINHA VEZ (2018) - ANTÔNIO ORLANDO (TONINHO B-BOY)",1,BMP,160x90,C:\EPG\thumbs\MINHA VOZ MINHA VEZ I ANTÔNIO ORLANDO (TONINHO B-BOY).jpg,OK,2025-08-29 11:57:57.093000
LUGAR DE MULHER I MARIA CONCEIÇÃO LOPES FONTOURA.mp4,LUGAR DE MULHER - MARIA CONCEIÇÃO LOPES FONTOURA,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I MARIA CONCEIÇÃO LOPES FONTOURA.jpg,OK,2025-08-26 13:13:23.247000
LUGAR DE MULHER I MARIA LUISA NUNES.mp4,LUGAR DE MULHER - MARIA LUISA NUNES,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I MARIA LUISA NUNES.jpg,OK,2025-08-26 13:13:29.331000
LUGAR DE MULHER I PETRONILHA GONÇALVES E SILVA.mp4,LUGAR DE MULHER - PETRONILHA GONÇALVES E SILVA,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I PETRONILHA GONÇALVES E SILVA.jpg,OK,2025-08-26 13:13:35.480000
LUGAR DE MULHER I SANDRA DE DEUS.mp4,LUGAR DE MULHER - SANDRA DE DEUS,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I SANDRA DE DEUS.jpg,OK,2025-08-26 13:13:41.313000
LUGAR DE MULHER I TAÍS PEREIRA.mp4,LUGAR DE MULHER - TAÍS PEREIRA,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I TAÍS PEREIRA.jpg,OK,2025-08-26 13:13:47.047000
LUGAR DE MULHER I TATIANA KAINGANG.mp4,LUGAR DE MULHER - TATIANA KAINGANG,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I TATIANA KAINGANG.jpg,OK,2025-08-29 10:21:47.361000
LUGAR DE MULHER I ÁGATA MOSTADEIRO.mp4,LUGAR DE MULHER - ÁGATA MOSTADEIRO,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I ÁGATA MOSTADEIRO.jpg,OK,2025-08-26 13:11:50.603000
LUGAR DE MULHER I CAROLINA BATISTA.mp4,LUGAR DE MULHER - CAROLINA BATISTA,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I CAROLINA BATISTA.jpg,OK,2025-08-26 13:11:56.330000
LUGAR DE MULHER I CAROLINA BRITO E DANIELA PAVANI.mp4,LUGAR DE MULHER - CAROLINA BRITO E DANIELA PAVANI,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I CAROLINA BRITO E DANIELA PAVANI.jpg,OK,2025-08-26 13:12:04.329000
LUGAR DE MULHER I EUNICE MARIANO.mp4,LUGAR DE MULHER - EUNICE MARIANO,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I EUNICE MARIANO.jpg,OK,2025-08-26 13:12:12.213000
MINHA VOZ MINHA VEZ I DIEGO FERNANDES.mp4,"MINHA VOZ, MINHA VEZ (2018) - DIEGO FERNANDES",1,BMP,160x90,C:\EPG\thumbs\MINHA VOZ MINHA VEZ I DIEGO FERNANDES.jpg,OK,2025-08-29 11:58:42.392000
MINHA VOZ MINHA VEZ I TEKO.mp4,"MINHA VOZ, MINHA VEZ (2018) - TEKO",1,BMP,160x90,C:\EPG\thumbs\MINHA VOZ MINHA VEZ I TEKO.jpg,OK,2025-08-29 11:58:24.426000
"MINHA VOZ, MINHA VEZ I DU VELOSO.mp4","MINHA VOZ, MINHA VEZ (2018) - DU VELOSO",1,BMP,160x90,"C:\EPG\thumbs\MINHA VOZ, MINHA VEZ I DU VELOSO.jpg",OK,2025-08-29 11:59:46.607000
"MINHA VOZ, MINHA VEZ I EFIGÊNIA CARABINA.mp4","MINHA VOZ, MINHA VEZ (2018) - EFIGÊNIA CARABINA",1,BMP,160x90,"C:\EPG\thumbs\MINHA VOZ, MINHA VEZ I EFIGÊNIA CARABINA.jpg",OK,2025-08-29 11:59:38.775000
"MINHA VOZ, MINHA VEZ I KÁTIA SILVÉRIO.mp4","MINHA VOZ, MINHA VEZ (2018) - KÁTIA SILVÉRIO",1,BMP,160x90,"C:\EPG\thumbs\MINHA VOZ, MINHA VEZ I KÁTIA SILVÉRIO.jpg",OK,2025-08-29 11:59:22.640000
"MINHA VOZ, MINHA VEZ I MÁRCIA VALADARES.mp4","MINHA VOZ, MINHA VEZ (2018) - MÁRCIA VALADARES",1,BMP,160x90,"C:\EPG\thumbs\MINHA VOZ, MINHA VEZ I MÁRCIA VALADARES.jpg",OK,2025-08-29 11:57:17.826000
"MINHA VOZ, MINHA VEZ I SOLANGE PALAZZI.mp4","MINHA VOZ, MINHA VEZ (2018) - SOLANGE PALAZZI",1,BMP,160x90,"C:\EPG\thumbs\MINHA VOZ, MINHA VEZ I SOLANGE PALAZZI.jpg",OK,2025-08-29 11:56:54.808000
"MINHA VOZ, MINHA VEZ I LUANA TOLENTINO.mp4","MINHA VOZ, MINHA VEZ (2018) - LUANA TOLENTINO",1,BMP,160x90,"C:\EPG\thumbs\MINHA VOZ, MINHA VEZ I LUANA TOLENTINO.jpg",OK,2025-08-29 11:59:33.492000
"MINHA VOZ, MINHA VEZ - LETÍCIA AFONSO.mp4","MINHA VOZ, MINHA VEZ (2018) - LETÍCIA AFONSO",1,BMP,160x90,"C:\EPG\thumbs\MINHA VOZ, MINHA VEZ - LETÍCIA AFONSO.jpg",OK,2025-08-29 12:00:11.273000
"MINHA VOZ, MINHA VEZ I DONA LUCIA BENTO.mp4","MINHA VOZ, MINHA VEZ (2018) - DONA LUCIA BENTO",1,BMP,160x90,"C:\EPG\thumbs\MINHA VOZ, MINHA VEZ I DONA LUCIA BENTO.jpg",OK,2025-08-29 12:00:23.591000
MUTATIS MUTANDIS I MULHERES NA CIÊNCIA.mp4,MUTATIS MUTANDIS - MULHERES NA CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I MULHERES NA CIÊNCIA.jpg,OK,2025-08-25 10:57:08.718000
MUTATIS MUTANDIS I O QUE É CIÊNCIA.mp4,MUTATIS MUTANDIS - O QUE É CIÊNCIA?,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I O QUE É CIÊNCIA.jpg,OK,2025-08-28 12:39:23.369000
MUTATIS MUTANDIS I SAÚDE E CIÊNCIA.mp4,MUTATIS MUTANDIS - SAÚDE E CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I SAÚDE E CIÊNCIA.jpg,OK,2025-08-28 12:40:02.277000
MUTATIS MUTANDIS I SOCIEDADE E CIÊNCIA.mp4,MUTATIS MUTANDIS - SOCIEDADE E CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I SOCIEDADE E CIÊNCIA.jpg,OK,2025-08-28 12:40:07.110000
MUTATIS MUTANDIS I SUSTENTABILIDADE E CIÊNCIA.mp4,MUTATIS MUTANDIS - SUSTENTABILIDADE E CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I SUSTENTABILIDADE E CIÊNCIA.jpg,OK,2025-08-29 10:23:35.723000
MUTATIS MUTANDIS I APLICATIVOS E CIÊNCIA.mp4,MUTATIS MUTANDIS - APLICATIVOS E CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I APLICATIVOS E CIÊNCIA.jpg,OK,2025-08-25 10:55:28.067000
MUTATIS MUTANDIS I DENGUE E CIÊNCIA.mp4,MUTATIS MUTANDIS - DENGUE E CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I DENGUE E CIÊNCIA.jpg,OK,2025-08-25 10:55:32.100000
MUTATIS MUTANDIS I EDUCAÇÃO E CIÊNCIA.mp4,MUTATIS MUTANDIS - EDUCAÇÃO E CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I EDUCAÇÃO E CIÊNCIA.jpg,OK,2025-08-25 10:55:38.367000
MUTATIS MUTANDIS I ELETRÔNICA E CIÊNCIA.mp4,MUTATIS MUTANDIS - ELETRÔNICA E CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ELETRÔNICA E CIÊNCIA.jpg,OK,2025-08-25 10:55:45.130000
MUTATIS MUTANDIS I ENERGIA E CIÊNCIA.mp4,MUTATIS MUTANDIS - ENERGIA E CIÊNCIA,1,BMP,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ENERGIA E CIÊNCIA.jpg,OK,2025-08-25 10:55:51.248000
NA SACADA I ALINE CALIXTO.mp4,NA SACADA (2013) - EP16 - ALINE CALIXTO,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I ALINE CALIXTO.jpg,OK,2025-09-01 14:00:39.251000
NA SACADA I APOLONIO.mp4,NA SACADA (2013) - EP3 - APOLONIO,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I APOLONIO.jpg,OK,2025-09-01 13:59:04.032000
NA SACADA I CHEVETTE HATCH.mp4,NA SACADA (2013) - EP7 - CHEVETTE HATCH,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I CHEVETTE HATCH.jpg,OK,2025-09-01 14:00:00.012000
NA SACADA I DEMÔNIOS DA GAROA.mp4,NA SACADA (2013) - EP1 - DEMÔNIOS DA GAROA,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I DEMÔNIOS DA GAROA.jpg,OK,2025-09-01 13:58:52.706000
NA SACADA I EUGÊNIO ARAMUNI.mp4,NA SACADA (2013) - EP10 - EUGÊNIO ARAMUNI,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I EUGÊNIO ARAMUNI.jpg,OK,2025-09-01 14:00:14.408000
NA SACADA I GRUPO SEMENTE.mp4,NA SACADA (2013) - EP19 - GRUPO SEMENTE,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I GRUPO SEMENTE.jpg,OK,2025-09-01 14:00:49.497000
NA SACADA I JULIANA CORTES.mp4,NA SACADA (2013) - EP14 - JULIANA CORTES,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I JULIANA CORTES.jpg,OK,2025-09-01 14:00:28.522000
NA SACADA I LEONI.mp4,NA SACADA (2013) - EP2 - LEONI,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I LEONI.jpg,OK,2025-09-01 13:59:01.081000
NA SACADA I MALA PRETA.mp4,NA SACADA (2013) - EP6 - MALA PRETA,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I MALA PRETA.jpg,OK,2025-09-01 13:59:57.186000
NA SACADA I MATHEUS VON KRÜGER.mp4,NA SACADA (2013) - EP8 - MATHEUS VON KRÜGER,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I MATHEUS VON KRÜGER.jpg,OK,2025-09-01 14:00:02.938000
NA SACADA I MONTE PASCOAL.mp4,NA SACADA (2013) - EP15 - MONTE PASCOAL,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I MONTE PASCOAL.jpg,OK,2025-09-01 14:00:31.850000
NA SACADA I OS BARCOS.mp4,NA SACADA (2013) - EP12 - OS BARCOS,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I OS BARCOS.jpg,OK,2025-09-01 14:00:21.480000
NA SACADA I RENATO BORGHETTI.mp4,NA SACADA (2013) - EP18 - RENATO BORGHETTI,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I RENATO BORGHETTI.jpg,OK,2025-09-01 14:00:45.672000
NA SACADA I SONGOROCOSONGO.mp4,NA SACADA (2013) - EP9 - SONGOROCOSONGO,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I SONGOROCOSONGO.jpg,OK,2025-09-01 14:00:06.865000
NA SACADA I TÚLIO ARAÚJO.mp4,NA SACADA (2013) - EP17 - TÚLIO ARAÚJO,1,BMP,160x90,C:\EPG\thumbs\NA SACADA I TÚLIO ARAÚJO.jpg,OK,2025-09-01 14:00:42.520000
POVO DO LIVRO I EPISÓDIO 04 I BLOCO 1.mp4,POVO DO LIVRO - EP4 - WELLINGTON DE MELLO,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 04 I BLOCO 1.jpg,OK,2025-08-26 13:49:00.106000
POVO DO LIVRO I EPISÓDIO 04 I BLOCO 2.mp4,POVO DO LIVRO - EP4 - WELLINGTON DE MELLO,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 04 I BLOCO 2.jpg,OK,2025-08-26 13:49:08.739000
POVO DO LIVRO I EPISÓDIO 05 I BLOCO 1.mp4,POVO DO LIVRO - EP5 - KATARINE ARAÚJO,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 05 I BLOCO 1.jpg,OK,2025-08-26 13:50:26.173000
POVO DO LIVRO I EPISÓDIO 05 I BLOCO 2.mp4,POVO DO LIVRO - EP5 - KATARINE ARAÚJO,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 05 I BLOCO 2.jpg,OK,2025-08-26 13:50:33.039000
POVO DO LIVRO I EPISÓDIO 06 I BLOCO 1.mp4,POVO DO LIVRO - EP6 - BELL PUÃ,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 06 I BLOCO 1.jpg,OK,2025-08-26 13:51:03.287000
POVO DO LIVRO I EPISÓDIO 06 I BLOCO 2.mp4,POVO DO LIVRO - EP6 - BELL PUÃ,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 06 I BLOCO 2.jpg,OK,2025-08-26 13:51:43.604000
POVO DO LIVRO I EPISÓDIO 07 I BLOCO 1.mp4,POVO DO LIVRO - EP7 - RONALDO CORREIA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 07 I BLOCO 1.jpg,OK,2025-08-26 13:52:10.786000
POVO DO LIVRO I EPISÓDIO 07 I BLOCO 2.mp4,POVO DO LIVRO - EP7 - RONALDO CORREIA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 07 I BLOCO 2.jpg,OK,2025-08-26 13:52:17.787000
POVO DO LIVRO I EPISÓDIO 08 I BLOCO 1.mp4,POVO DO LIVRO - EP8 - ELIZEU ESPÍNDOLA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 08 I BLOCO 1.jpg,OK,2025-08-26 13:53:15.519000
POVO DO LIVRO I EPISÓDIO 08 I BLOCO 2.mp4,POVO DO LIVRO - EP8 - ELIZEU ESPÍNDOLA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 08 I BLOCO 2.jpg,OK,2025-08-26 13:53:23.370000
POVO DO LIVRO I EPISÓDIO 09 I BLOCO 1.mp4,POVO DO LIVRO - EP9 - LOURIVAL HOLANDA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 09 I BLOCO 1.jpg,OK,2025-08-26 13:58:51.404000
POVO DO LIVRO I EPISÓDIO 09 I BLOCO 2.mp4,POVO DO LIVRO - EP9 - LOURIVAL HOLANDA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 09 I BLOCO 2.jpg,OK,2025-08-26 13:58:57.704000
POVO DO LIVRO I EPISÓDIO 10 I BLOCO 1.mp4,POVO DO LIVRO - EP10 - EZTER LIU,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 10 I BLOCO 1.jpg,OK,2025-08-26 13:59:40.437000
POVO DO LIVRO I EPISÓDIO 10 I BLOCO 2.mp4,POVO DO LIVRO - EP10 - EZTER LIU,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 10 I BLOCO 2.jpg,OK,2025-08-26 13:59:46.505000
POVO DO LIVRO I EPISÓDIO 11 I BLOCO 1.mp4,POVO DO LIVRO - EP11 - CARMINHA BANDEIRA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 11 I BLOCO 1.jpg,OK,2025-08-26 14:00:17.020000
POVO DO LIVRO I EPISÓDIO 11 I BLOCO 2.mp4,POVO DO LIVRO - EP11 - CARMINHA BANDEIRA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 11 I BLOCO 2.jpg,OK,2025-08-26 14:00:25.352000
POVO DO LIVRO I EPISÓDIO 12 I BLOCO 1.mp4,POVO DO LIVRO - EP12 - LUCIANO PONTES,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 12 I BLOCO 1.jpg,OK,2025-08-26 14:01:14.052000
POVO DO LIVRO I EPISÓDIO 12 I BLOCO 2.mp4,POVO DO LIVRO - EP12 - LUCIANO PONTES,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 12 I BLOCO 2.jpg,OK,2025-08-27 12:12:22.484000
POVO DO LIVRO I EPISÓDIO 01 I BLOCO 1.mp4,POVO DO LIVRO - EP1 - HÉLIO MONTEIRO,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 01 I BLOCO 1.jpg,OK,2025-08-26 13:38:52.986000
POVO DO LIVRO I EPISÓDIO 01 I BLOCO 2.mp4,POVO DO LIVRO - EP1 - HÉLIO MONTEIRO,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 01 I BLOCO 2.jpg,OK,2025-08-26 13:39:01.156000
PÉ DA LETRA I BOCA FECHADA NÃO ENTRA MOSCA.mp4,PÉ DA LETRA (2014) - BOCA FECHADA NÃO ENTRA MOSCA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 10:29:23.306000
POVO DO LIVRO I EPISÓDIO 02 I BLOCO 1.mp4,POVO DO LIVRO - EP2 - STEFANO SANTANA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 02 I BLOCO 1.jpg,OK,2025-08-26 13:39:42.308000
POVO DO LIVRO I EPISÓDIO 02 I BLOCO 2.mp4,POVO DO LIVRO - EP2 - STEFANO SANTANA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 02 I BLOCO 2.jpg,OK,2025-08-26 13:39:53.208000
POVO DO LIVRO I EPISÓDIO 03 I BLOCO 1.mp4,POVO DO LIVRO - EP3 - CIDA PEDROSA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 03 I BLOCO 1.jpg,OK,2025-08-26 13:42:52.290000
POVO DO LIVRO I EPISÓDIO 03 I BLOCO 2.mp4,POVO DO LIVRO - EP3 - CIDA PEDROSA,1,BMP,160x90,C:\EPG\thumbs\POVO DO LIVRO I EPISÓDIO 03 I BLOCO 2.jpg,OK,2025-08-26 13:47:50.619000
PÉ DA LETRA I CURIOSIDADE MATOU O GATO.mp4,PÉ DA LETRA (2014) - A CURIOSIDADE MATOU O GATO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 10:27:45.740000
PÉ DA LETRA I NEM QUE A VACA TUSSA.mp4,PÉ DA LETRA (2014) - NEM QUE A VACA TUSSA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 10:29:40.822000
PÉ DA LETRA I OLHOS DA CARA.mp4,PÉ DA LETRA (2014) - CUSTA OS OLHOS DA CARA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 10:29:32.373000
PÉ DA LETRA I PÉ DA LETRA.mp4,PÉ DA LETRA (2014) - AO PÉ DA LETRA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 10:29:12.950000
PÉ DA LETRA I PÉ D'ÁGUA.mp4,PÉ DA LETRA (2014) - PÉ D'ÁGUA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 10:29:50.853000
PERIPATETICOS I SENTIDO DA VIDA.mp4,PERIPATÉTICOS (2013) - EP1 - O SENTIDO DA VIDA,1,BMP,160x90,C:\EPG\thumbs\PERIPATETICOS I SENTIDO DA VIDA.jpg,OK,2025-09-01 13:10:25.628000
PERIPATETICOS I A MORTE.mp4,PERIPATÉTICOS (2013) - EP8 - A MORTE,1,BMP,160x90,C:\EPG\thumbs\PERIPATETICOS I A MORTE.jpg,OK,2025-09-01 13:03:01.331000
PERIPATETICOS I AMOR E DESEJO.mp4,PERIPATÉTICOS (2013) - EP2 - AMOR E DESEJO,1,BMP,160x90,C:\EPG\thumbs\PERIPATETICOS I AMOR E DESEJO.jpg,OK,2025-09-01 13:03:15.067000
PERIPATETICOS I ARTE.mp4,PERIPATÉTICOS (2013) - EP5 - A ARTE,1,BMP,160x90,C:\EPG\thumbs\PERIPATETICOS I ARTE.jpg,OK,2025-09-01 13:10:50.941000
PERIPATETICOS I CÍNICOS.mp4,PERIPATÉTICOS (2013) - EP6 - CÍNICOS,1,BMP,160x90,C:\EPG\thumbs\PERIPATETICOS I CÍNICOS.jpg,OK,2025-09-01 13:03:38.786000
PERIPATETICOS I ÉTICA.mp4,PERIPATÉTICOS (2013) - EP3 - ÉTICA,1,BMP,160x90,C:\EPG\thumbs\PERIPATETICOS I ÉTICA.jpg,OK,2025-09-01 13:03:47.330000
PERIPATETICOS I FILOSOFIA.mp4,PERIPATÉTICOS (2013) - EP4 - FILOSOFIA,1,BMP,160x90,C:\EPG\thumbs\PERIPATETICOS I FILOSOFIA.jpg,OK,2025-09-01 13:04:00.402000
PERIPATETICOS I O RISO.mp4,PERIPATÉTICOS (2013) - EP7 - O RISO,1,BMP,160x90,C:\EPG\thumbs\PERIPATETICOS I O RISO.jpg,OK,2025-09-01 13:04:09.505000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I HABLAS PORTUNHOL.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ  - HABLAS PORTUNHOL",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I HABLAS PORTUNHOL.jpg",OK,2025-09-04 09:55:06.532000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I O PORTUGUÊS ARCAICO E O TOMBAMENTO.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ  - O PORTUGUÊS ARCAICO E O TOMBAMENTO",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I O PORTUGUÊS ARCAICO E O TOMBAMENTO.jpg",OK,2025-09-04 09:54:51.181000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I EXPRESSO OU ESPRESSO.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ -  EXPRESSO OU ESPRESSO",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I EXPRESSO OU ESPRESSO.jpg",OK,2025-09-04 09:53:59.356000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I “UAI” É “WHY” QUÊ!! PORQUÊ!.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ - “UAI” É “WHY” QUÊ!! PORQUÊ!",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I “UAI” É “WHY” QUÊ!! PORQUÊ!.jpg",OK,2025-08-29 11:01:32.386000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I AL PORTUGUÊS E AL ÁRABE.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ - AL PORTUGUÊS E AL ÁRABE",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I AL PORTUGUÊS E AL ÁRABE.jpg",OK,2025-08-29 11:01:38.518000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I AS LÍNGUA INDÍGENA.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ - AS LÍNGUA INDÍGENA",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I AS LÍNGUA INDÍGENA.jpg",OK,2025-08-29 11:01:46.618000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I DIVERSIDADE É A NOSSA LÍNGUA II.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ - DIVERSIDADE É A NOSSA LÍNGUA II",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I DIVERSIDADE É A NOSSA LÍNGUA II.jpg",OK,2025-08-29 11:02:00.618000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I DIVERSIDADE É A NOSSA LÍNGUA.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ - DIVERSIDADE É A NOSSA LÍNGUA",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I DIVERSIDADE É A NOSSA LÍNGUA.jpg",OK,2025-08-29 11:01:52.351000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I E VIVA O NOSSO PRETUGUÊS 1.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ - E VIVA O NOSSO PRETUGUÊS 1",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I E VIVA O NOSSO PRETUGUÊS 1.jpg",OK,2025-08-29 11:02:06.451000
QUE CORPO É ESSE I T1 I EPISÓDIO 1.mp4,QUE CORPO É ESSE? - EU TENHO UM CORPO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 10:49:18.161000
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I E VIVA O NOSSO PRETUGUÊS 2.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ - E VIVA O NOSSO PRETUGUÊS 2",1,BMP,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I E VIVA O NOSSO PRETUGUÊS 2.jpg",OK,2025-08-29 11:02:11.752000
(IN)CONFIDÊNCIAS - MICHEL LAUB - 2.mp4,(IN)CONFIDÊNCIAS (2025) - EP14 - MICHEL LAUB,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-16 14:55:08.132000
SALA DE CONVIDADOS - MUDANÇAS NA OMS.mp4,SALA DE CONVIDADOS - MUDANÇAS NA OMS,1,BMP,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - MUDANÇAS NA OMS.jpg,OK,2025-03-28 09:38:22.744000
