COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_ABRE,BLOB_WxH,FILE_ESPERADO,FILE_ENCONTRADO,FILE_ABRE,FILE_WxH,AHASH_DIST_0..64,STATUS,COM_ULTIMA_ALTERACAO,URL_ESPERADA
MAIS UFOP I PÓS GRADUAÇÃO EM INSTRUMENTAÇÃO CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO.mp4,MAIS UFOP - PÓS GRADUAÇÃO EM INSTRUMENTAÇÃO CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM INSTRUMENTAÇÃO CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM INSTRUMENTAÇÃO CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:11.235000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S%20GRADUA%C3%87%C3%83O%20EM%20INSTRUMENTA%C3%87%C3%83O%20CONTROLE%20E%20AUTOMA%C3%87%C3%83O%20DE%20PROCESSOS%20DE%20MINERA%C3%87%C3%83O.jpg
MAIS UFOP I PÓS GRADUAÇÃO EM QUÍMICA MULTICÊNTRICO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM QUÍMICA MULTICÊNTRICO,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM QUÍMICA MULTICÊNTRICO.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM QUÍMICA MULTICÊNTRICO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:16.574000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S%20GRADUA%C3%87%C3%83O%20EM%20QU%C3%8DMICA%20MULTIC%C3%8ANTRICO.jpg
MAIS UFOP I PÓS GRADUAÇÃO EM SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL.mp4,MAIS UFOP - PÓS GRADUAÇÃO EM SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS GRADUAÇÃO EM SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:11.505000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S%20GRADUA%C3%87%C3%83O%20EM%20SUSTENTABILIDADE%20SOCIOECON%C3%94MICA%20AMBIENTAL.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM ARTES CÊNICAS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ARTES CÊNICAS,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ARTES CÊNICAS.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ARTES CÊNICAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:11.789000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20ARTES%20C%C3%8ANICAS.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM CIÊNCIAS BIOLÓGICAS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM CIÊNCIAS BIOLÓGICAS,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM CIÊNCIAS BIOLÓGICAS.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM CIÊNCIAS BIOLÓGICAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:12.242000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20CI%C3%8ANCIAS%20BIOL%C3%93GICAS.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM COMUNICAÇÃO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM COMUNICAÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM COMUNICAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:12.455000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20COMUNICA%C3%87%C3%83O.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM DIREITO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM DIREITO,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM DIREITO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:12.667000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20DIREITO.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM ECONOMIA APLICADA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ECONOMIA APLICADA,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ECONOMIA APLICADA.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ECONOMIA APLICADA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:12.869000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20ECONOMIA%20APLICADA.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM EDUCAÇÃO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM EDUCAÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM EDUCAÇÃO.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM EDUCAÇÃO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:13.098000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20EDUCA%C3%87%C3%83O.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM ENGENHARIA DE MATERIAIS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA DE MATERIA,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ENGENHARIA DE MATERIAIS.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ENGENHARIA DE MATERIAIS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:14.104000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20ENGENHARIA%20DE%20MATERIAIS.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM ENGENHARIA GEOTÉCNICA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENGENHARIA GEOTÉCNICA,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ENGENHARIA GEOTÉCNICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:14.358000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20ENGENHARIA%20GEOT%C3%89CNICA.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:14.609000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20ENSINO%20DE%20CI%C3%8ANCIAS.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM GEOTECNIA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM GEOTECNIA,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM GEOTECNIA.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM GEOTECNIA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:15.491000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20GEOTECNIA.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM HISTÓRIA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM HISTÓRIA,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM HISTÓRIA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:15.687000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20HIST%C3%93RIA.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM LETRAS - ESTUDOS DE LINGUAGEM.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM LETRAS - ESTUDOS DE LINGUAGEM,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM LETRAS - ESTUDOS DE LINGUAGEM.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:15.902000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20LETRAS%20-%20ESTUDOS%20DE%20LINGUAGEM.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM MATEMÁTICA EM REDE NACIONAL.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM MATEMÁTICA EM REDE NACIONAL,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM MATEMÁTICA EM REDE NACIONAL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:16.115000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20MATEM%C3%81TICA%20EM%20REDE%20NACIONAL.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM NANOTECNOLOGIA FARMACÊUTICA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM FARMA NANOTECNOLOGIA,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM NANOTECNOLOGIA FARMACÊUTICA.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM NANOTECNOLOGIA FARMACÊUTICA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:14.830000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20NANOTECNOLOGIA%20FARMAC%C3%8AUTICA.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM QUÍMICA.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM QUÍMICA,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM QUÍMICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:16.345000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20QU%C3%8DMICA.jpg
MAIS UFOP I PÓS-GRADUAÇÃO EM SAÚDE E NUTRIÇÃO.mp4,MAIS UFOP - PÓS-GRADUAÇÃO EM SAÚDE E NUTRIÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM SAÚDE E NUTRIÇÃO.jpg,C:\EPG\thumbs\MAIS UFOP I PÓS-GRADUAÇÃO EM SAÚDE E NUTRIÇÃO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:16.788000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20P%C3%93S-GRADUA%C3%87%C3%83O%20EM%20SA%C3%9ADE%20E%20NUTRI%C3%87%C3%83O.jpg
MAIS UFOP I QUÍMICA INDUSTRIAL.mp4,MAIS UFOP - QUÍMICA INDUSTRIAL,1,0,,C:\EPG\thumbs\MAIS UFOP I QUÍMICA INDUSTRIAL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:17.243000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20QU%C3%8DMICA%20INDUSTRIAL.jpg
MAIS UFOP I QUÍMICA.mp4,MAIS UFOP - QUÍMICA,1,0,,C:\EPG\thumbs\MAIS UFOP I QUÍMICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:17.015000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20QU%C3%8DMICA.jpg
MAIS UFOP I SERVIÇO SOCIAL.mp4,MAIS UFOP - SERVIÇO SOCIAL,1,0,,C:\EPG\thumbs\MAIS UFOP I SERVIÇO SOCIAL.jpg,C:\EPG\thumbs\MAIS UFOP I SERVIÇO SOCIAL.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:17.460000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20SERVI%C3%87O%20SOCIAL.jpg
MAIS UFOP I SISTEMAS DE INFORMAÇÃO.mp4,MAIS UFOP - SISTEMAS DE INFORMAÇÃO,1,0,,C:\EPG\thumbs\MAIS UFOP I SISTEMAS DE INFORMAÇÃO.jpg,C:\EPG\thumbs\MAIS UFOP I SISTEMAS DE INFORMAÇÃO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 13:48:17.676000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20SISTEMAS%20DE%20INFORMA%C3%87%C3%83O.jpg
MAIS UFOP I TURISMO.mp4,MAIS UFOP - TURISMO,1,0,,C:\EPG\thumbs\MAIS UFOP I TURISMO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 13:48:17.890000,https://app.tvufop.com.br/epg/MAIS%20UFOP%20I%20TURISMO.jpg
MAMBEMBE I A ROTINA.mp4,MAMBEMBE (2013) - A ROTINA,1,1,160x90,C:\EPG\thumbs\MAMBEMBE I A ROTINA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 12:02:42.940000,https://app.tvufop.com.br/epg/MAMBEMBE%20I%20A%20ROTINA.jpg
MAMBEMBE I DA APRESENTAÇÃO.mp4,MAMBEMBE (2013) - DA APRESENTAÇÃO,1,1,160x90,C:\EPG\thumbs\MAMBEMBE I DA APRESENTAÇÃO.jpg,C:\EPG\thumbs\MAMBEMBE I DA APRESENTAÇÃO.jpg,1,160x90,1,OK,2025-08-29 12:02:48.824000,https://app.tvufop.com.br/epg/MAMBEMBE%20I%20DA%20APRESENTA%C3%87%C3%83O.jpg
MAMBEMBE I DA COMUNIDADE.mp4,MAMBEMBE (2013) - DA COMUNIDADE,1,1,160x90,C:\EPG\thumbs\MAMBEMBE I DA COMUNIDADE.jpg,C:\EPG\thumbs\MAMBEMBE I DA COMUNIDADE.jpg,1,160x90,0,OK,2025-08-29 12:02:53.624000,https://app.tvufop.com.br/epg/MAMBEMBE%20I%20DA%20COMUNIDADE.jpg
MAMBEMBE I DA MÚSICA.mp4,MAMBEMBE (2013) - DA MÚSICA,1,1,160x90,C:\EPG\thumbs\MAMBEMBE I DA MÚSICA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 12:02:59.640000,https://app.tvufop.com.br/epg/MAMBEMBE%20I%20DA%20M%C3%9ASICA.jpg
MAMBEMBE I DO ACASO DA RUA.mp4,MAMBEMBE (2013) - DO ACASO DA RUA,1,1,160x90,C:\EPG\thumbs\MAMBEMBE I DO ACASO DA RUA.jpg,C:\EPG\thumbs\MAMBEMBE I DO ACASO DA RUA.jpg,1,160x90,0,OK,2025-08-29 12:03:06.540000,https://app.tvufop.com.br/epg/MAMBEMBE%20I%20DO%20ACASO%20DA%20RUA.jpg
MAMBEMBE I DO ENSAIO.mp4,MAMBEMBE (2013) - DO ENSAIO,1,1,160x90,C:\EPG\thumbs\MAMBEMBE I DO ENSAIO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 12:03:11.291000,https://app.tvufop.com.br/epg/MAMBEMBE%20I%20DO%20ENSAIO.jpg
MAMBEMBE I O ATOR.mp4,MAMBEMBE (2013) - O ATOR,1,1,160x90,C:\EPG\thumbs\MAMBEMBE I O ATOR.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 12:03:15.406000,https://app.tvufop.com.br/epg/MAMBEMBE%20I%20O%20ATOR.jpg
MAMBEMBE I O PROCESSO DE CRIAÇÃO.mp4,MAMBEMBE (2013) - O PROCESSO DE CRIAÇÃO,1,1,160x90,C:\EPG\thumbs\MAMBEMBE I O PROCESSO DE CRIAÇÃO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 12:03:22.824000,https://app.tvufop.com.br/epg/MAMBEMBE%20I%20O%20PROCESSO%20DE%20CRIA%C3%87%C3%83O.jpg
MANUAL DO CALOURO I A CARTEIRINHA ESTUDANTIL.mp4,MANUAL DO CALOURO - A CARTEIRINHA ESTUDANTIL,1,1,160x90,C:\EPG\thumbs\MANUAL DO CALOURO I A CARTEIRINHA ESTUDANTIL.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 11:53:23.926000,https://app.tvufop.com.br/epg/MANUAL%20DO%20CALOURO%20I%20A%20CARTEIRINHA%20ESTUDANTIL.jpg
MANUAL DO CALOURO I ASSISTÊNCIA ESTUDANTIL.mp4,MANUAL DO CALOURO - ASSISTÊNCIA ESTUDANTIL,1,1,160x90,C:\EPG\thumbs\MANUAL DO CALOURO I ASSISTÊNCIA ESTUDANTIL.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 11:53:29.541000,https://app.tvufop.com.br/epg/MANUAL%20DO%20CALOURO%20I%20ASSIST%C3%8ANCIA%20ESTUDANTIL.jpg
MANUAL DO CALOURO I O AJUSTE DE MATRÍCULA.mp4,MANUAL DO CALOURO - O AJUSTE DE MATRÍCULA,1,1,160x90,C:\EPG\thumbs\MANUAL DO CALOURO I O AJUSTE DE MATRÍCULA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 11:53:34.642000,https://app.tvufop.com.br/epg/MANUAL%20DO%20CALOURO%20I%20O%20AJUSTE%20DE%20MATR%C3%8DCULA.jpg
MANUAL DO CALOURO I O RESTAURANTE UNIVERSITÁRIO.mp4,MANUAL DO CALOURO - O RESTAURANTE UNIVERSITÁRIO,1,1,160x90,C:\EPG\thumbs\MANUAL DO CALOURO I O RESTAURANTE UNIVERSITÁRIO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 11:55:29.227000,https://app.tvufop.com.br/epg/MANUAL%20DO%20CALOURO%20I%20O%20RESTAURANTE%20UNIVERSIT%C3%81RIO.jpg
MEDICAMENTOS DENGUE.mp4,MEDICAMENTOS PARA A DENGUE,1,1,160x90,C:\EPG\thumbs\MEDICAMENTOS DENGUE.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:40:16.574000,https://app.tvufop.com.br/epg/MEDICAMENTOS%20DENGUE.jpg
MINUTO DIA D I DIU.mp4,MINUTO DIA D - DIU,1,1,160x90,C:\EPG\thumbs\MINUTO DIA D I DIU.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 10:22:31.143000,https://app.tvufop.com.br/epg/MINUTO%20DIA%20D%20I%20DIU.jpg
MINUTO DIA D I EXAME PREVENTIVO.mp4,MINUTO DIA D - EXAME PREVENTIVO,1,1,160x90,C:\EPG\thumbs\MINUTO DIA D I EXAME PREVENTIVO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 10:22:35.394000,https://app.tvufop.com.br/epg/MINUTO%20DIA%20D%20I%20EXAME%20PREVENTIVO.jpg
MINUTO DIA D I HPV.mp4,MINUTO DIA D - HPV,1,1,160x90,C:\EPG\thumbs\MINUTO DIA D I HPV.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 10:22:39.660000,https://app.tvufop.com.br/epg/MINUTO%20DIA%20D%20I%20HPV.jpg
MINUTO DIA D I TESTES DE IST.mp4,MINUTO DIA D - TESTES DE IST,1,1,160x90,C:\EPG\thumbs\MINUTO DIA D I TESTES DE IST.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 10:23:14.576000,https://app.tvufop.com.br/epg/MINUTO%20DIA%20D%20I%20TESTES%20DE%20IST.jpg
MONOLOGO DENGUE.mp4,CUIDADOS COM A DENGUE,1,1,160x90,C:\EPG\thumbs\MONOLOGO DENGUE.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:40:58.806000,https://app.tvufop.com.br/epg/MONOLOGO%20DENGUE.jpg
"MUSEUS UNIVERSITÁRIOS, PATRIMÔNIO DE TODOS OS BRASILEIROS.mp4","MUSEUS UNIVERSITÁRIOS, PATRIMÔNIO DE TODOS OS BRASILEIROS",1,1,160x90,"C:\EPG\thumbs\MUSEUS UNIVERSITÁRIOS, PATRIMÔNIO DE TODOS OS BRASILEIROS.jpg","C:\EPG\thumbs\MUSEUS UNIVERSITÁRIOS, PATRIMÔNIO DE TODOS OS BRASILEIROS.jpg",1,160x90,0,OK,2025-02-18 21:11:50.692000,https://app.tvufop.com.br/epg/MUSEUS%20UNIVERSIT%C3%81RIOS%2C%20PATRIM%C3%94NIO%20DE%20TODOS%20OS%20BRASILEIROS.jpg
MUTATIS MUTANDIS I APLICATIVOS.mp4,MUTATIS MUTANDIS - APLICATIVOS,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I APLICATIVOS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-25 10:55:20.594000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20APLICATIVOS.jpg
MUTATIS MUTANDIS I ENTREVISTA ELAINE.mp4,MUTATIS MUTANDIS - ENTREVISTA ELAINE,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA ELAINE.jpg,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA ELAINE.jpg,1,160x90,0,OK,2025-08-25 10:56:04.687000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20ENTREVISTA%20ELAINE.jpg
MUTATIS MUTANDIS I ENTREVISTA KIT DENGUE.mp4,MUTATIS MUTANDIS - ENTREVISTA KIT DENGUE,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA KIT DENGUE.jpg,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA KIT DENGUE.jpg,1,160x90,0,OK,2025-08-25 10:56:15.663000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20ENTREVISTA%20KIT%20DENGUE.jpg
MUTATIS MUTANDIS I ENTREVISTA LUISA CARDOSO.mp4,MUTATIS MUTANDIS - ENTREVISTA LUISA CARDOSO,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA LUISA CARDOSO.jpg,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA LUISA CARDOSO.jpg,1,160x90,0,OK,2025-08-25 10:56:21.782000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20ENTREVISTA%20LUISA%20CARDOSO.jpg
MUTATIS MUTANDIS I ENTREVISTA MARIANE MURASE.mp4,MUTATIS MUTANDIS - ENTREVISTA MARIANE MURASE,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA MARIANE MURASE.jpg,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA MARIANE MURASE.jpg,1,160x90,0,OK,2025-08-25 10:56:27.188000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20ENTREVISTA%20MARIANE%20MURASE.jpg
MUTATIS MUTANDIS I ENTREVISTA NINA CAETANO.mp4,MUTATIS MUTANDIS - ENTREVISTA NINA CAETANO,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA NINA CAETANO.jpg,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA NINA CAETANO.jpg,1,160x90,1,OK,2025-08-25 10:56:40.426000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20ENTREVISTA%20NINA%20CAETANO.jpg
MUTATIS MUTANDIS I ENTREVISTA O QUE É CIÊNCIA.mp4,MUTATIS MUTANDIS - ENTREVISTA O QUE É CIÊNCIA,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA O QUE É CIÊNCIA.jpg,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA O QUE É CIÊNCIA.jpg,1,160x90,0,OK,2025-08-25 10:56:48.899000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20ENTREVISTA%20O%20QUE%20%C3%89%20CI%C3%8ANCIA.jpg
MUTATIS MUTANDIS I ENTREVISTA ZARA.mp4,MUTATIS MUTANDIS - ENTREVISTA ZARA,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA ZARA.jpg,C:\EPG\thumbs\MUTATIS MUTANDIS I ENTREVISTA ZARA.jpg,1,160x90,0,OK,2025-08-25 10:56:57.013000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20ENTREVISTA%20ZARA.jpg
MUTATIS MUTANDIS I KASSANDRA.mp4,MUTATIS MUTANDIS - KASSANDRA,1,1,160x90,C:\EPG\thumbs\MUTATIS MUTANDIS I KASSANDRA.jpg,C:\EPG\thumbs\MUTATIS MUTANDIS I KASSANDRA.jpg,1,160x90,0,OK,2025-08-25 10:57:03.993000,https://app.tvufop.com.br/epg/MUTATIS%20MUTANDIS%20I%20KASSANDRA.jpg
